user_id,username,name,description,location,created_at,followers_count,following_count,tweet_count,listed_count
20473084,mediajustice,MediaJustice,"MediaJustice (formerly CMJ) fights racial, economic, and gender justice in a digital age. Home of the #MediaJusticeNetwork (formerly MAG-Net).",United States,2009-02-09T22:20:26.000Z,19188.0,2949.0,24203.0,830.0
34423941,culturejedi,malkia devich-cyril,"@mediajustice founding director and senior fellow. Writer, activist for Black liberation, digital rights, and collective grief. #TheRoot100 @13ThFilm #M4BL",Your Town,2009-04-22T22:29:31.000Z,17733.0,2885.0,60394.0,525.0
1118291417129005058,changeterms,Change The Terms,We believe that tech companies need to do more to combat hateful conduct on their platforms. #ChangeTheTerms,,2019-04-16T23:13:45.000Z,1585.0,1477.0,1956.0,30.0
281759095,BrandingBrandi,Brandi CD,Cat mom. Wannabe writer. Techno optimist going through an antitrust goth phase. Seated in the colored section on the left. Formerly @colorofchange @mediajustice,"cybernetic forest, usa",2011-04-13T22:35:37.000Z,3580.0,2287.0,3012.0,56.0
27793335,ColorOfChange,ColorOfChange,"We design campaigns powerful enough to end practices that unfairly hold Black people back, & champion solutions that move us all forward. #UntilJusticeIsReal.",,2009-03-31T02:31:36.000Z,250151.0,3365.0,40927.0,2570.0
1051396218,EvanMcMullin,Evan McMullin 🇺🇸,"Executive Director of @StandUpRepublic. Former: CIA ops officer, GOP policy director, independent presidential candidate. press@standuprepublic.com",Salt Lake City,2012-12-31T23:31:03.000Z,505712.0,8808.0,11329.0,0.0
998783211319844865,nadiabrashier,Nadia Brashier,Postdoc @Harvard studying how people judge truth and fall for misinformation across the lifespan 🧠,"Cambridge, MA",2018-05-22T04:30:48.000Z,2004.0,926.0,792.0,37.0
1088512998493294592,disinformediain,Iain | he/him/his,"Deputy Managing Editor, @DFRLab. #Disinfo #DigitalSherlocks

Opinions are my *own*, RT ≠ endorsement, etc.","Washington, DC",2019-01-24T19:04:57.000Z,400.0,563.0,1884.0,25.0
19034825,yasmind,Yasmin Green,Director of Research & Development @Jigsaw (Google). Using technology to tackle global security challenges.,,2009-01-15T19:27:48.000Z,6876.0,511.0,971.0,190.0
14707266,evacide,Eva,"Director of Cybersecurity @EFF/ Tech advisor at @freedomofpress @callisto and more/ My tweets are my own, not my employers’",,2008-05-08T23:34:06.000Z,144553.0,1354.0,20297.0,3015.0
29757971,j_a_tucker,Joshua Tucker,"Politics Prof, NYU; Director @NYUJordanCenter for Adv Study of #Russia; Co-Director @SMaPP_NYU lab (https://t.co/WuS48XjrNR); @monkeycageblog editor. he/him","New York, NY, USA",2009-04-08T16:45:38.000Z,6414.0,2282.0,9448.0,265.0
285698560,jayvanbavel,Jay Van Bavel,Social neuroscience professor at NYU writing a book on the science of social identity & morality. Director of @vanbavellab and Columnist for @scicareersltys,"New York, NY",2011-04-21T16:34:01.000Z,29537.0,710.0,8704.0,617.0
1235023368476389379,BarneyGrahamMD,"Barney Graham, MD, PhD","Physician, Scientist, Vaccinologist, #MedTwitter.
Coronavirus, Influenza, RSV, + Emerging Virus Vaccine Development.
Pandemic Preparedness.
Social Justice.","Rockville, MD",2020-03-04T02:05:11.000Z,17204.0,34.0,68.0,184.0
64219646,schradie,Dr. Jen Schradie,"Digital Sociologist @SciencesPo, PhD @UCBerkeley, @DukeU alum, Book: https://t.co/czmynCgKWe @Harvard_Press Banjo hack | recovering filmmaker | track changer",Paris and Silicon Valley,2009-08-09T18:06:07.000Z,5649.0,799.0,13810.0,298.0
826787677085323276,Little_EET,Little E,I’m here to follow the political scientists. You should too.,,2017-02-01T13:41:58.000Z,60.0,79.0,3753.0,0.0
1347952430772867073,bootsonthebeach,Bootsonthebeach,"water, salt, milk, sugar, eggs, she/her",,2021-01-09T17:05:17.000Z,2.0,157.0,54.0,0.0
3039220281,kobo6992,Dan Koban,Doctoral student at George Washington University,,2015-02-15T16:03:19.000Z,2.0,32.0,3.0,0.0
868583493428752389,lkfazio,Lisa Fazio,"Assistant professor at Vanderbilt University, studies how adults and children learn true and false information, she/her","Nashville, TN",2017-05-27T21:43:37.000Z,2748.0,2153.0,4767.0,55.0
226041293,erezaterez,Erez Lieberman Aiden,Assistant Professor at Baylor College of Medicine & Rice University. Co-Author of http://t.co/XZGMfSu9ZZ,"Houston, TX",2010-12-13T04:36:46.000Z,3551.0,812.0,3444.0,96.0
1246333579,sjpiatek,Simon Piatek,"Digital lead @vaccine_trust @LSHTM interested in Social Media, SNA, Information Politics, #FakeNews and #misinformation narratives around #Covid19",London,2013-03-06T15:19:04.000Z,457.0,1082.0,890.0,39.0
819221646,mnandi92,Manojit Nandi,"Data scientist at Microsoft Research working on #fairlearn. Interested in AI for Social Good, Model Explainability, and Responsible AI.","New Jersey, USA",2012-09-12T09:43:53.000Z,420.0,188.0,182.0,18.0
48006520,sadrix,Sardar Hamidian,"Adjunct Professor at The George Washington University. Research Scientist at Comcast AI. ML, NLP Enthusiast","Arlington, VA",2009-06-17T15:58:45.000Z,50.0,153.0,40.0,0.0
2869101210,jennwvaughan,Jenn Wortman Vaughan,"Sr Principal Researcher, Microsoft Research, NYC. Machine learning transparency, intelligibility, fairness. WiML co-founder. NeurIPS 2021 Program Co-Chair.","Brooklyn, NY",2014-10-21T17:25:24.000Z,7087.0,454.0,925.0,137.0
277826494,STWorg,Stephan Lewandowsky,"Prof Stephan Lewandowsky School of Psychology and Cabot Institute at  University of Bristol -- research in misinformation, post-truth deception, climate change",,2011-04-06T03:25:54.000Z,7600.0,1746.0,15284.0,220.0
1133069780917850112,yang3kc,Kevin Yang,Computational social science | network science | Kaicheng Yang | Informatics PhD candidate @ Indiana University Bloomington,"Bloomington, IN",2019-05-27T17:57:42.000Z,178.0,363.0,414.0,3.0
605012771,DG_Rand,David G. Rand,"Prof at MIT. Working on misinformation/fake news, social media, intuition vs deliberation, cooperation, politics, religion.
(he/him)","Cambridge, MA",2012-06-11T01:49:55.000Z,10474.0,1209.0,7147.0,320.0
1260526934678740993,_mohsen_m,Mohsen Mosleh,"Prof of Business Analytics @UniofExeter, Research Affiliate @MIT, studies Social Media, Networks, and Misinformation",Boston,2020-05-13T11:07:04.000Z,678.0,230.0,89.0,6.0
1128095824473276418,KaiShu0327,Kai Shu,"CS Faculty @illinoistech; Ph.D. of CS in @ASUEngineering. Data science, AI, disinformation; Formerly @MSFTResearch, @YahooResearch.","Chicago, Illinois",2019-05-14T00:32:58.000Z,271.0,204.0,99.0,6.0
317447400,Matt__Graham,Matt Graham,Postdoc @GWIDDP. PhD from @ISPSYale. Onetime policy analyst in immigration (@BPC_Bipartisan) and education (@Westat).,Brooklyn & New Haven,2011-06-14T23:24:15.000Z,933.0,692.0,2680.0,28.0
3314775459,firstdraftnews,First Draft,We work to protect communities from harmful disinformation by sharing tips and resources to build resilience and improve access to accurate information.,Global,2015-06-09T11:01:31.000Z,35186.0,2008.0,10499.0,1678.0
16439882,jessejholland,Jesse J. Holland,@IPPYAwards winner @NAACPImageAward nominee. @CSPANWJ Saturday host. Former @AP writer.  Need some cool books? Go here: https://t.co/pRe27K6NwS,"Washington, D.C.",2008-09-24T19:48:10.000Z,4318.0,1762.0,2852.0,208.0
24085266,CuriousScout,Diara J.,Community engagement journalist 📝 Marine & environmental scientist 👩🏾‍🔬 Jedi~Avenger~Burner )'( Now @AspenDigital @NewmarkJSchool was @FirstDraftNews @CNN,"Washington, DC",2009-03-13T00:37:30.000Z,970.0,792.0,12990.0,54.0
2635505990,IDEpiPhD,Dr Nicole E Basta,Assoc Prof @McGillEBOH | Canada Research Chair-Infectious Disease Prevention | PI @BastaLab @TrackVaccines | @UMNews @Princeton @UW @Cambridge_Uni @HealthyFla,,2014-07-13T08:02:13.000Z,5970.0,2502.0,7627.0,280.0
16931273,tarahaelle,Tara Haelle,Science/health journalist • mom • feminist • teacher • photographer • author • @Forbes • kid lit • #MBL • #AHCJ • #binder • Gryffindor • Texan • she/her,DFW,2008-10-23T17:39:15.000Z,14826.0,2439.0,52672.0,620.0
429365375,abotlafia,Abulafia,Abulafia creates the connections which inspire The Plan.,,2011-12-05T21:52:50.000Z,612.0,1501.0,9559.0,8.0
34721078,cerenbudak,Ceren Budak,"Assistant Professor @ University of Michigan, School of Information","Ann Arbor, MI",2009-04-23T20:35:10.000Z,1512.0,452.0,261.0,19.0
1227632258816839682,AmandaSchochet,Amanda Schochet,"Was computational ecologist, now founder @TheMICROmuseums. Thinking about, building, & shifting systems.",Lenapehoking,2020-02-12T16:35:38.000Z,252.0,670.0,551.0,2.0
1125924214580682755,fouziafarooq01,Fouzia Farooq,T32 CVD predoc @PittPubHealth | reproductive/perinatal epi,D.C.- Pittsburgh,2019-05-08T00:43:46.000Z,163.0,734.0,124.0,0.0
2832312171,catie_bailard,Dr. Catie Snow Bailard,"Political scientist, associate prof. of political communication in SMPA @ GW, Director of Grad Studies, IDDP researcher & MOSI cluster lead, SF sports fan","Washington, DC",2014-10-15T18:05:17.000Z,351.0,485.0,652.0,11.0
355198830,KelmitTheFrog,Kelmit the Frog,"she/her

🌱🤓

work in progress,
easily amused","Washington, DC",2011-08-15T00:23:58.000Z,227.0,557.0,3399.0,4.0
1324112080681738245,gwunlp,GWU NLP,"Natural Language Processing Group, The George Washington University @GWtweets","Washington, D.C.",2020-11-04T22:12:18.000Z,17.0,51.0,57.0,0.0
861756170465415170,sonyastoked,"Sonya Stokes, MD, MPH","Emergency Physician @MountSinaiNYC, ELBI Fellow @JHSPH_CHS, Term Member @CFR_org, My Opinions My Own",New York City,2017-05-09T01:34:16.000Z,131.0,31.0,29.0,3.0
1314647045010006019,ecademocracy,Election Coverage and Democracy (ECAD) Network,"Scholarly experts in politics & media offering practical, nonpartisan, evidence-based recommendations to journalists covering the 2020 election #Media4Democracy",,2020-10-09T19:21:25.000Z,1181.0,299.0,232.0,37.0
64444175,jenngustetic,Jenn Gustetic 🚀💪🏻,"Leading change 4 impact in #tech, #futureofwork & innovation. Engineer. Tribes: @NASA @WHOSTP44 @van_alen @scipolnetwork @HKS_digital @MIT @UF Personal account",Washington DC,2009-08-10T16:30:12.000Z,5527.0,3859.0,15173.0,386.0
65284273,JaneLytv,Jane Lytvynenko,"senior reporter • disinfo, online investigations • DMs open • on Signal • jane.lytvynenko@buzzfeed.com • @osintcurious • @bfcaunion • Женя, говорю на ру, укр.","Toronto, Canada",2009-08-13T05:20:45.000Z,68200.0,6392.0,6856.0,1430.0
296551973,califf001,Robert M Califf,"cardiologist, trialist, outcomes researcher, former FDA Commissioner, trying to solve the health, healthcare, tech challenge","Verily,Google,Duke,Stanford",2011-05-11T00:08:36.000Z,13840.0,324.0,3772.0,248.0
1483067197,GaviBegtrup,Gavi Begtrup,Candidate for Mayor of Cincinnati | Policy Advisor @GabbyGiffords | Dad and Entrepreneur | Physicist 🧑‍🔬 | he/him,"Cincinnati, OH",2013-06-04T19:20:48.000Z,652.0,867.0,738.0,23.0
102594136,oneunderscore__,Ben Collins,"Reporter, dystopia beat, @NBCNews.","New York, NY",2010-01-07T06:09:14.000Z,214976.0,7133.0,44416.0,2740.0
481186914,justin_littman,Justin Littman,Software dev at Stanford @DigitalLib. Previously @gelmanlibrary & @librarycongress.,"Fairfax, VA",2012-02-02T12:19:18.000Z,805.0,76.0,2241.0,32.0
35063411,liblaura,Laura Wrubel,"Software development librarian at GWU, @SocialFeedMgr project team, @libcarpentry / @thecarpentries instructor. Tweets my own.","Washington, DC",2009-04-24T22:34:29.000Z,790.0,703.0,1185.0,40.0
1299060908,DanKerchner,Dan Kerchner,I empower researchers - students and faculty - with coding skills and guidance to work with data and succeed in their research. And I code too ;-) #Python #R,"Washington, DC",2013-03-25T11:38:23.000Z,370.0,1562.0,341.0,13.0
1194654661447434243,GWIDDP,"Institute for Data, Democracy & Politics","Helping the public, journalists, and policymakers understand digital media’s influence on public dialogue and opinion, and developing sound solutions.","Washington, D.C.",2019-11-13T16:35:23.000Z,945.0,401.0,468.0,19.0
166479009,ZeerakW,Zeerak Waseem,"PhD @SheffieldNLP #NLProc, structural inequality, and languages. Reluctant Machine Learner. Researching hate speech online. Organising @AbusiveLangWS. DMs open.",Sheffield,2010-07-14T07:18:22.000Z,2010.0,2449.0,16008.0,128.0
3048553131,bruce_y_lee,Bruce Y. Lee,Writer/journalist | Senior Contributor @Forbes | Professor @CUNYSPH | Exec Dir @PHICORTeam | #DigitalHealth Entrepreneur | https://t.co/jz2Zup6hc6 | DM me news tips,"New York City, New York USA",2015-02-21T03:29:37.000Z,12987.0,862.0,14276.0,196.0
246961837,DrPanMD,Dr. Richard Pan 🇺🇸,"Pediatrician & now CA State Senator
BA @JohnsHopkins MD @PittTweet MPH @HarvardChanSPH
Fmr faculty @harvardmed @ucdavis
Author of #SB277 & #SB276  #VoteKids","Sacramento, CA",2011-02-03T20:27:38.000Z,16712.0,1714.0,20237.0,482.0
778369141,Beatrice_Dupuy,Beatrice Dupuy,Journalist covering COVID-19 misinformation @AssociatedPress. Former bylines @TeenVogue and the @StarTribune https://t.co/9zVroyWqx4,,2012-08-24T15:04:55.000Z,1737.0,2899.0,1999.0,70.0
1067078040113635328,zns202,Zeve Sanderson,"Executive Director, Center for Social Media & Politics (https://t.co/WuS48XjrNR)

@SMaPP_NYU

RT caveat, employer caveat, caveat caveat caveat","Manhattan, NY",2018-11-26T15:30:04.000Z,250.0,462.0,749.0,2.0
164878430,yangyunkang,"Yunkang Yang, PhD","Post-doctoral Research Scientist @GWIDDP and @SMPAGWU. I study US right-wing media, disinformation, and digital media.",Washington DC,2010-07-10T00:34:42.000Z,123.0,243.0,133.0,2.0
1258555656891662336,HealthDayTweets,HealthDay News,"Welcome to HealthDay. We are the world's largest syndicator of health news, and an award-winning independent creator of evidence-based health content.",United States of America,2020-05-08T00:34:00.000Z,245.0,126.0,983.0,3.0
59863790,GWmedia,GW Media Relations,"News, events and experts from the George Washington University. Reach us at 202-994-6460 or gwmedia@gwu.edu.","Washington, D.C.",2009-07-24T19:23:46.000Z,2243.0,1150.0,5141.0,65.0
112017297,annamerlan,Anna Merlan,"Senior Staff Writer, Vice Features. Before: Jezebel, Village Voice, Dallas Observer. Author of REPUBLIC OF LIES. Tips: anna.merlan@vice.com. DM for Signal.","Los Angeles, CA",2010-02-07T00:07:41.000Z,42581.0,4346.0,30744.0,635.0
838918460616892417,Phil_Engineer,Philosophy of Engineering,"Curating tweets on philosophy & engineering. Supported the 2018 Forum on Philosophy, Engineering and Technology (fPET). By @zpirtle. Opinions own, RT=/endorse","Washington, DC",2017-03-07T01:05:22.000Z,992.0,2619.0,2005.0,26.0
20131383,cward1e,Claire Wardle,"Leading strategy at @firstdraftnews, a non-profit dedicated to tackling misinformation globally.","New York, USA",2009-02-05T09:26:39.000Z,21028.0,4155.0,9688.0,1143.0
33581294,ebuhi,Eric Walsh-Buhi,"Professor, Chair @IU_AHS @IUSPH @IUBloomington @AMJPublicHealth Assoc Editor @Sex_Science Past-president #PublicHealth #SexualHealth #DigitalHealth Tweets mine","Bloomington, IN",2009-04-20T17:02:06.000Z,1568.0,1620.0,5780.0,47.0
779391072,BrianSouthwell,Brian Southwell,"Director, Science in the Public Sphere, Center for Comm. Science @RTI_Intl. Teaches @DukeU & @UNC, scholar @DukeForge & @DukeSSRI; @MeasureRadio host @WNCU.","Research Triangle, NC",2012-08-25T02:39:26.000Z,2864.0,2856.0,1866.0,72.0
1566568064,mmc9000,Margo Cunniffe,,,2013-07-03T19:55:30.000Z,9.0,93.0,179.0,0.0
17933572,tamarwilner,Tamar Wilner,"@UTAustin PhD student, @EngagingNews researcher, @meta_fact advisor. I write about #misinformation, health, media, news literacy. https://t.co/4e50aSjI9u.",Austin/Dallas,2008-12-07T01:54:46.000Z,1044.0,769.0,3562.0,100.0
1641558816,redheadacademic,Dr. Jeanine Guidry,"Assistant Prof at #VCU. Dutch & American. Redhead. Research focus: public health comm, visuals, and misinformation. Singer & dog mom. My tweets: my own.","Richmond, VA",2013-08-02T23:47:24.000Z,1149.0,2236.0,2178.0,53.0
1038599418797219840,marco_zenone,"Marco Zenone, MSc","PhD student at @LSHTM researching big tech, misinformation, the CDOH, & mental health. Loves climbing mountains & the #Canucks. Affiliated with @UBC & @SFU_FHS.","Vancouver, British Columbia",2018-09-09T01:26:12.000Z,438.0,685.0,659.0,0.0
2172884704,chou_sylvia,Sylvia,"Socially-engaged scientist studying health communication & social media, mentor, immigrant advocate, mom, foodie, NCI Program Director. Views are my own.",,2013-11-08T03:27:45.000Z,194.0,107.0,72.0,4.0
24041165,internetdaniel,Daniel Susser,"philosopher working on ethical, political, and policy issues in tech // assistant prof @ISTatPennState + @RockEthicsPSU // tweets expire",,2009-03-12T21:22:43.000Z,1095.0,845.0,320.0,31.0
407395156,CaulfieldTim,Timothy Caulfield,"Professor of health law & science policy, speaker, TV host & author. Instagram: @CaulfieldTim #GoScience! #ScienceUpFirst!",Edmonton Canada,2011-11-08T01:11:32.000Z,65939.0,3479.0,67435.0,1233.0
14989473,DrToddWo,"Todd Wolynn MD, MMM",Pediatrician & Child Advocate. Early Child Investment is key! Science to guide us as we confront disinformation! CEO: @KidsPlusPgh @BFCPgh @ShotsHeard,"Pittsburgh, PA",2008-06-03T05:01:19.000Z,4516.0,3445.0,16556.0,77.0
1976868420,socmdm,Society for Medical Decision Making (SMDM),"Society for Medical Decision Making: Better Health Through Better Decisions

#MDMTwitter

Likes and RTs are not endorsements","Bridgewater, NJ",2013-10-21T00:43:22.000Z,1898.0,724.0,2359.0,25.0
1904583252,Psychonomic_Soc,Psychonomic Society,Advancing Cognition. #psynom21 #psynom20,,2013-09-25T15:41:22.000Z,5515.0,246.0,2882.0,79.0
